playerRanking,games_played,gamesStarted,minutes,points,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,turnovers,blocks,blocksAgainst,personal_fouls,foulsDrawn,pir,player.code,player_name,player.age,player.imageUrl,team,player.team.tvCodes,team_name,player.team.imageUrl
51,66.0,7.0,13.071212121212122,3.2,0.6,1.2,51.9%,0.4,1.5,26%,0.8,1.1,69.3%,0.1,0.8,0.9,1.5,0.7,1.0,0.0,0.0,1.7,1.5,3.1,AWM,"ACIK, TUTKU",32,,ULK;GAL;BES,ULK;GSL;BJK,Fenerbahce Beko Istanbul;Galatasaray Spor Kulubu;Besiktas Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png;https://media-cdn.cortextech.io/7d37b2d0-2a4a-4a86-bf2c-266bd8da7cac.png
52,141.0,41.0,14.14420803782506,3.8,1.0,1.8,52.7%,0.5,1.6,31.4%,0.4,0.5,76.5%,0.7,1.2,1.9,1.2,0.6,0.9,0.1,0.2,2.0,0.8,3.2,008211,"DELOW, MALTE",23,https://media-cdn.incrowdsports.com/4402c134-97e3-485e-ac5d-ea9bdb7bba28.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
53,46.0,13.0,13.527898550724638,4.1,0.8,1.4,54.7%,0.8,2.1,36.8%,0.3,0.6,55.6%,0.5,1.2,1.7,0.5,0.5,0.5,0.0,0.1,1.3,0.6,3.3,BAO,"SERAPINAS, SIMONAS",25,,ZAL;ARI,ZAL;ARI,Zalgiris Kaunas;Aris Thessaloniki,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png
54,55.0,16.0,15.063636363636364,4.3,0.7,1.6,46.5%,0.7,1.9,36.9%,0.8,1.1,73.8%,0.2,1.1,1.3,1.1,0.9,0.9,0.0,0.2,2.3,1.2,3.3,ACJ,"PAPAMAKARIOS, MANOLIS",27,,PER;OLY,PER;OLY,Peristeri BC;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/743fd646-dc10-4a04-a90f-952e33a143a4.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
55,151.0,22.0,10.351324503311258,3.3,1.0,1.9,54.6%,0.1,0.4,28.6%,0.9,1.2,75.5%,0.8,1.3,2.1,0.4,0.2,0.7,0.4,0.1,2.2,1.3,3.4,003540,"DIOP, ILIMANE",25,https://media-cdn.incrowdsports.com/06ba4860-2029-41d9-af38-d7c646068cfc.png,BAS,TDS,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
56,37.0,21.0,11.417117117117117,3.2,0.4,0.8,41.9%,0.7,1.9,34.7%,0.5,0.6,82.6%,0.4,1.4,1.8,0.3,0.5,0.4,0.1,0.0,1.1,0.8,3.4,LGR,"BASAK, RASIM",29,,ULK,FBU,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
57,72.0,33.0,14.554166666666667,4.3,0.7,1.3,53.1%,0.8,2.2,33.8%,0.6,0.7,91.5%,0.4,1.3,1.7,0.7,0.6,0.6,0.1,0.0,2.1,1.0,3.5,004302,"KARASEV, SERGEY",28,https://media-cdn.incrowdsports.com/b452b831-b1fa-4891-ab9a-447261a6e7a4.png,KHI;DYR,KHI;ZEN,BC Khimki;Zenit St Petersburg,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png
58,49.0,1.0,10.72517006802721,3.1,1.3,2.3,56.6%,0.0,0.1,0%,0.5,0.9,60.5%,0.9,1.5,2.4,0.5,0.3,0.8,0.5,0.2,2.0,1.0,3.6,001612,"TODOROVIC, MARKO",25,,BAR;KHI,FCB;KHI,FC Barcelona;BC Khimki,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png
59,98.0,37.0,12.064115646258504,2.9,0.9,1.7,51.5%,0.2,0.6,29%,0.6,0.7,75.3%,0.3,1.2,1.6,1.4,0.7,0.8,0.3,0.2,1.9,1.1,3.6,001792,"ZAITCEV, VIACHESLAV",32,https://media-cdn.incrowdsports.com/f2d00aa9-7127-4377-88a2-d7fc5705eeb4.png,KHI;UNK,KHI;UNK,BC Khimki;UNICS Kazan,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png
60,53.0,11.0,15.365094339622642,4.6,0.7,1.8,39.4%,0.8,2.2,37.4%,0.8,1.1,67.8%,0.3,1.3,1.6,0.5,0.7,0.6,0.1,0.1,1.8,1.3,3.6,BXK,"AKYOL, CENK",26,,IST;GAL,EFS;GSL,Anadolu Efes Istanbul;Galatasaray Spor Kulubu,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png
61,69.0,32.0,14.899999999999999,4.2,1.6,3.9,40.6%,0.0,0.0,0%,1.0,1.5,65.7%,1.3,2.2,3.6,0.5,0.2,0.9,0.2,0.4,2.3,1.5,3.6,001210,"HRYCANIUK, ADAM",31,https://media-cdn.cortextech.io/398df41e-c89e-40a6-a26a-19b95224c62b.png,SOP;GSS,PRO;ZGA,Arka Gdynia;GSS Akcyjna,https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png;https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png
62,100.0,22.0,13.719000000000001,4.6,1.0,2.1,46.2%,0.6,2.0,31.2%,0.9,1.1,76.8%,0.4,0.8,1.2,1.4,0.4,0.9,0.1,0.1,1.8,1.6,3.6,004058,"JARAMAZ, OGNJEN",29,https://media-cdn.incrowdsports.com/f0031d55-9883-419a-ae1d-775c39ad4af8.png,MUN;PAR;BAS,BAY;PAR;BKN,FC Bayern Munich;Partizan Mozzart Bet Belgrade;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
63,77.0,33.0,22.134415584415585,8.8,1.3,3.3,40.2%,1.7,4.8,34.7%,1.2,1.4,83.3%,0.3,1.2,1.6,1.2,0.8,1.6,0.0,0.3,3.1,1.6,3.7,BFB,"TRIPKOVIC, UROS",26,,PAR;MAL;ULK,PAR;UNI;FBU,Partizan Mozzart Bet Belgrade;Unicaja Malaga;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
64,33.0,15.0,17.57979797979798,5.0,1.0,2.0,50%,0.7,2.5,26.5%,1.0,1.1,91.9%,0.6,1.0,1.6,1.4,0.7,0.8,0.1,0.2,2.7,1.6,3.7,LGQ,"LELOUP, JEREMY",28,https://media-cdn.cortextech.io/f4240b54-2f0f-4d29-a915-2dbcd9bcd6db.png,LEM;STR,LMS;SIG,Le Mans Sarthe Basket;Strasbourg Illkirch-Graffenstaden Basket,https://media-cdn.incrowdsports.com/25203b2d-cb6c-4614-926a-e55109f98238.png;https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png
65,38.0,3.0,14.019736842105264,4.6,1.5,2.9,50.5%,0.2,0.8,26.7%,1.0,1.5,69.6%,0.7,1.4,2.1,0.2,0.5,0.7,0.3,0.2,1.8,1.2,3.7,ARA,"OZTURK, TEOMAN",36,,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
66,35.0,8.0,14.252857142857144,4.2,1.4,2.8,51%,0.1,0.3,25%,1.1,1.8,61.3%,0.9,1.2,2.1,0.3,0.4,1.1,0.3,0.2,2.0,2.0,3.7,JIX,"AGADAKOS, LAZAROS",27,,OLY;ARI,OLY;ARI,Olympiacos Piraeus;Aris Thessaloniki,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png
67,84.0,46.0,16.99920634920635,5.1,1.1,2.4,44.1%,0.7,1.9,38.5%,0.8,1.1,75.3%,0.5,1.9,2.5,0.8,0.5,0.9,0.1,0.3,2.4,1.2,3.7,005942,"DANGUBIC, NEMANJA",25,https://media-cdn.incrowdsports.com/8ff582e1-54c7-4fe9-9d1f-35f0e355fa92.png,RED;MUN,CZV;BAY,Crvena Zvezda Meridianbet Belgrade;FC Bayern Munich,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
68,135.0,24.0,14.747654320987655,4.6,0.7,1.7,42.2%,0.8,2.1,36.9%,0.9,1.1,83.3%,0.2,0.6,0.8,1.7,0.3,1.0,0.0,0.1,1.6,1.6,3.7,008099,"STRAZEL, MATTHEW",22,https://media-cdn.incrowdsports.com/15bebd90-1b9f-42b9-99fb-ced9102c9aad.png,ASV;MCO,ASV;ASM,LDLC ASVEL Villeurbanne;AS Monaco,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
69,34.0,7.0,11.730882352941178,4.3,1.9,3.6,53.3%,0.0,0.0,0%,0.5,0.8,65.4%,1.0,1.6,2.6,0.3,0.1,0.7,0.3,0.3,1.9,1.1,3.8,BRS,"IDBIHI, YASSIN",33,https://media-cdn.cortextech.io/c0ed81d2-4f99-41cd-8be3-cbaac5ad2244.png,BER;MUN;BAM,ALB;BAY;BRO,ALBA Berlin;FC Bayern Munich;Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png
70,70.0,23.0,15.66095238095238,3.6,0.7,1.5,47.1%,0.4,1.0,42.3%,0.9,1.2,76.8%,0.4,1.4,1.9,1.2,0.9,0.9,0.1,0.0,2.5,1.3,3.8,API,"KALAITZIS, GEORGIOS",45,,ARI;PAN,ARI;PAO,Aris Thessaloniki;Panathinaikos AKTOR Athens,https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
71,161.0,87.0,17.380331262939958,4.8,1.1,1.9,57%,0.7,1.9,37.3%,0.6,0.9,73.7%,0.7,1.0,1.7,1.0,0.4,0.7,0.1,0.2,2.0,0.9,3.9,006546,"TAYLOR, JEFFERY",32,https://media-cdn.incrowdsports.com/10410890-e74a-4866-9d92-997cd1821ed9.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
72,64.0,23.0,16.520572916666666,5.5,1.0,2.1,48.1%,0.9,2.7,33.9%,0.7,1.0,70.3%,0.4,1.2,1.5,1.5,0.5,0.9,0.1,0.1,2.6,1.5,3.9,BCM,"HARISSIS, CHRISTOS",31,,BAS;OLY;SOP,BKN;OLY;PRO,Baskonia Vitoria-Gasteiz;Olympiacos Piraeus;Arka Gdynia,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png
73,62.0,11.0,9.307795698924732,3.5,1.2,2.3,53.1%,0.0,0.0,0%,1.1,1.7,64.4%,0.7,1.4,2.1,0.3,0.3,0.5,0.4,0.2,1.8,1.4,3.9,JGM,"GREEN, YANIV",30,,TEL,MAC,Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
74,91.0,28.0,11.9003663003663,3.2,0.5,0.9,55.8%,0.6,1.5,42.5%,0.3,0.3,74.2%,0.5,1.5,2.0,0.5,0.3,0.3,0.0,0.1,0.9,0.5,3.9,003198,"DIEZ, DANIEL",30,https://media-cdn.incrowdsports.com/dd893939-b4ad-4ada-8173-0a55122c7248.png,MAD;MAL;BAS,RMD;UNI;BKN,Real Madrid;Unicaja Malaga;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
75,122.0,64.0,9.943989071038253,3.3,1.4,2.1,67.3%,0.0,0.0,0%,0.5,1.0,49.6%,1.0,1.3,2.3,0.5,0.4,0.6,0.3,0.2,1.8,1.0,3.9,006399,"DUVERIOGLU, AHMET",28,https://media-cdn.incrowdsports.com/409afc2e-19a2-4764-badd-a4c751aec011.png,IST;ULK,EFS;FNB,Anadolu Efes Istanbul;Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
76,129.0,83.0,19.358010335917314,4.1,0.4,1.0,42.2%,0.9,2.8,32.2%,0.5,0.8,70%,0.4,1.8,2.2,1.9,0.7,0.8,0.0,0.1,2.4,1.1,4.0,003537,"MANTZARIS, VANGELIS",28,https://media-cdn.incrowdsports.com/88fe2d94-9e8f-437a-9a2d-7d2affe2c0ec.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
77,74.0,4.0,14.867342342342344,3.9,1.4,2.8,49.5%,0.2,0.8,26.2%,0.5,0.6,75%,0.6,1.6,2.2,1.5,0.8,1.4,0.2,0.1,2.2,1.1,4.0,001261,"LACOMBE, PAUL",32,https://media-cdn.incrowdsports.com/fa3fbfb5-06c4-447a-8936-ec3730ad9593.png,STR;ASV,SIG;ASV,Strasbourg Illkirch-Graffenstaden Basket;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
78,53.0,6.0,15.25314465408805,4.1,1.4,2.8,51%,0.3,1.2,25.8%,0.4,0.7,54.1%,1.0,2.0,3.0,0.5,0.3,1.0,0.5,0.2,1.5,1.0,4.0,BDK,"KLIMAVICIUS, TADAS",31,,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
79,47.0,18.0,15.548581560283687,4.7,1.1,2.2,50%,0.7,1.8,38.6%,0.5,0.6,78.6%,0.5,1.7,2.1,0.5,0.4,0.6,0.3,0.1,1.7,0.7,4.0,003482,"NICHOLS, DEMETRIS",32,https://media-cdn.cortextech.io/2a58f71e-9669-4efd-a620-984851fc50b4.png,CSK;PAN,CSK;PAO,CSKA Moscow;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
80,32.0,8.0,16.205208333333335,5.1,1.2,2.6,47.6%,0.4,1.6,25.5%,1.4,1.9,72.6%,0.7,1.4,2.1,0.9,0.5,1.4,0.1,0.3,1.7,1.8,4.1,AZG,"GADOU, THIERRY",36,,BAS;ASV;PAU,BKN;ASV;PAU,Baskonia Vitoria-Gasteiz;LDLC ASVEL Villeurbanne;Elan Bearnais Pau-Lacq-Orthez,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/4550b11c-3680-44b2-a512-f0b4ff304b59.png
81,73.0,11.0,13.011415525114156,4.0,1.0,2.1,49.7%,0.5,1.3,37.2%,0.5,0.9,58.8%,0.5,1.5,1.9,0.9,0.8,0.7,0.1,0.1,1.6,1.0,4.1,AYU,"PASHUTIN, ZAKHAR",37,,CSK;UNK,CSK;UNK,CSKA Moscow;UNICS Kazan,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png
82,99.0,41.0,14.742760942760942,3.9,1.1,2.4,47.4%,0.3,0.9,34.4%,0.7,1.1,68.2%,0.4,1.5,1.9,1.7,0.5,0.9,0.0,0.1,1.8,1.1,4.1,KIW,"CINCIARINI, ANDREA",34,https://media-cdn.incrowdsports.com/aad5221a-652d-49a6-b2c6-1b61031221e2.png,PES;ROM;CTU;MIL,PES;ROM;CTU;EA7,Scavolini Pesaro;Pallacanestro Virtus Roma;Pallacanestro Cantu;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/4ea03b00-c6e0-455c-88a6-cf86640a8dd8.png;https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png;https://media-cdn.incrowdsports.com/17abff29-6978-4f75-9bbe-2e6171bb856f.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
83,46.0,20.0,15.873913043478263,4.5,1.0,1.8,55.4%,0.6,2.2,28%,0.7,0.9,72.1%,0.4,1.4,1.8,0.8,0.9,1.0,0.2,0.1,1.6,1.2,4.2,LEV,"RABASEDA, XAVIER",29,https://media-cdn.incrowdsports.com/0a997cb7-644a-4042-b708-92a360579710.png,BAR;CAN,FCB;HGC,FC Barcelona;Club Baloncesto Gran Canaria,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png
84,56.0,28.0,17.270833333333332,4.6,0.6,1.5,42.9%,1.0,3.4,28.4%,0.4,0.6,78.1%,0.4,1.4,1.8,1.1,0.7,0.8,0.1,0.0,1.8,2.1,4.2,002820,"SALIN, SASU",26,https://media-cdn.incrowdsports.com/032f8e78-4120-4166-9d3d-96ef557e5859.png,LJU;MAL,UOL;UNI,KK Cedevita Olimpija;Unicaja Malaga,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
85,69.0,25.0,18.05024154589372,5.1,1.4,3.2,43.7%,0.3,1.4,25.5%,1.2,1.6,78.2%,0.7,2.2,2.9,0.5,1.0,1.0,0.1,0.3,2.3,1.5,4.2,JJV,"ROZIC, MARIN",27,,CIB,CIB,KK Cibona,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png
86,38.0,22.0,16.825877192982457,3.7,1.7,3.5,47.7%,0.0,0.0,0%,0.3,0.7,50%,1.5,2.2,3.7,0.4,0.7,1.2,0.9,0.1,2.7,1.1,4.2,JYE,"RIZVIC, HASAN",23,,LJU,LJU,KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
87,71.0,9.0,15.27323943661972,4.9,0.3,0.6,44.4%,1.1,2.8,39.3%,1.1,1.3,83.9%,0.2,0.9,1.1,1.7,0.4,1.2,0.0,0.1,1.7,1.4,4.2,AZB,"FAUTHOUX, FREDERIC",49,,PAU;ASV,PAU;ASV,Elan Bearnais Pau-Lacq-Orthez;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/4550b11c-3680-44b2-a512-f0b4ff304b59.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
88,120.0,61.0,20.081805555555555,6.8,1.6,3.0,51.8%,0.9,2.5,35.4%,1.0,1.6,61.9%,0.2,1.0,1.2,0.7,0.8,0.8,0.0,0.3,2.3,1.7,4.2,ARO,"ONAN, OMER",35,,IST;ULK,EFS;ULK,Anadolu Efes Istanbul;Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
89,54.0,29.0,13.658024691358024,4.8,2.0,3.9,51.9%,0.0,0.1,0%,0.7,1.3,54.2%,1.2,2.0,3.1,0.3,0.4,0.9,0.3,0.2,2.6,1.7,4.2,BBH,"POLJAK, JOSKO",27,,CSK;CIB;LJU,CSK;CIB;LJU,CSKA Moscow;KK Cibona;KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
90,129.0,3.0,13.155038759689923,5.4,0.6,1.4,43.7%,1.1,3.2,34.8%,0.9,1.2,77.9%,0.2,1.3,1.5,1.4,0.5,1.0,0.0,0.1,1.9,1.5,4.3,010392,"LARENTZAKIS, GIANNOULIS",31,https://media-cdn.incrowdsports.com/f051ba29-7b39-4681-b3c7-3de17ce25734.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
91,88.0,14.0,14.475378787878787,4.5,0.6,1.1,55.6%,0.9,2.4,38.5%,0.6,0.8,69.4%,0.3,1.3,1.6,1.1,0.4,0.6,0.0,0.0,1.4,0.8,4.3,LKX,"PNINI, GUY",42,https://media-cdn.incrowdsports.com/555f6f68-6bd3-4239-9091-25cdb99cfbd7.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
92,126.0,26.0,15.01600529100529,4.4,1.1,2.1,53.2%,0.5,1.6,34.2%,0.6,0.9,64.2%,0.6,1.7,2.3,0.8,0.4,0.7,0.1,0.1,1.7,1.2,4.3,003573,"ZUBKOV, ANDREY",30,https://media-cdn.incrowdsports.com/08fac229-0cd6-4d04-8929-93b0fbedcde9.png,TIV;KHI;DYR,LOK;KHI;ZEN,Lokomotiv Kuban;BC Khimki;Zenit St Petersburg,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png
93,181.0,53.0,16.25,4.6,0.6,1.4,45.5%,1.0,2.5,40.3%,0.3,0.4,75%,0.6,1.8,2.4,1.0,0.6,0.8,0.4,0.1,2.1,0.6,4.3,BFX,"MONIA, SERGEY",37,https://media-cdn.incrowdsports.com/d3e66f80-1885-4da3-bf68-0282f1611f82.png,CSK;DYN;KHI,CSK;DYN;KHI,CSKA Moscow;Dynamo Moscow;BC Khimki,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/22ab0314-9deb-407c-97aa-4032f4017564.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png
94,30.0,10.0,19.74888888888889,7.0,1.0,2.3,42.6%,1.4,4.0,35.8%,0.8,1.0,80%,0.5,2.1,2.6,0.7,0.5,0.9,0.3,0.2,2.7,1.1,4.3,003458,"BERTANS, DAVIS",23,,LJU;PAR;BAS,UOL;PAR;LBO,KK Cedevita Olimpija;Partizan Mozzart Bet Belgrade;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
95,77.0,9.0,14.49069264069264,2.6,0.8,1.4,53.6%,0.2,0.9,22.1%,0.5,0.7,68.4%,0.5,1.5,2.0,1.8,0.6,0.9,0.1,0.1,1.2,1.1,4.3,BGO,"SADA, VICTOR",40,,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
96,64.0,24.0,14.7015625,5.4,1.2,2.4,50%,0.6,1.7,35.5%,1.2,1.6,73.1%,0.5,1.4,1.9,0.5,0.4,0.8,0.1,0.2,1.6,1.3,4.4,002582,"TOUPANE, AXEL",26,https://media-cdn.incrowdsports.com/06aa4aa3-1b9d-4479-8c92-3e27679196c2.png,STR;ZAL;OLY,SIG;ZAL;OLY,Strasbourg Illkirch-Graffenstaden Basket;Zalgiris Kaunas;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
97,39.0,18.0,19.300427350427352,6.6,1.1,2.3,46.1%,1.3,3.7,33.6%,0.7,1.1,70.7%,0.4,1.3,1.7,1.1,0.4,1.1,0.1,0.2,1.7,1.5,4.4,LPY,"ZAMOJSKI, PRZEMYSLAW",29,https://media-cdn.cortextech.io/29c91288-fed0-409f-ba7a-ccdf77fc6073.png,SOP;GSS,PRO;ZGA,Arka Gdynia;GSS Akcyjna,https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png;https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png
98,70.0,25.0,18.985,5.1,1.1,2.2,50.7%,0.7,1.9,35.3%,0.8,1.1,71.8%,0.6,1.8,2.4,0.7,1.2,1.0,0.4,0.1,2.8,1.3,4.4,ACK,"PELEKANOS, MICHALIS",30,,PER;AEK;MAD;MAR;OLY,PER;AEK;RMD;MAR;OLY,Peristeri BC;AEK Athens;Real Madrid;Maroussi BC;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/743fd646-dc10-4a04-a90f-952e33a143a4.png;https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/a819629b-f7c5-4888-b24c-6ed64ef28270.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
